date,open,gap,hod,low,close,eodVolume,pmVolume,floatShares,marketCap,hodTime,lodTime,openPush,hodToClose,closedRed
6/17/2020,$16.10 ,500.75%,$22.97 ,$8.00 ,$8.50 ,"59,000,000","3,780,000","2,000,000","$32,200,000 ",9:49:00 AM,3:55:00 PM,42.67%,-63.00%,yes
6/18/2020,$2.53 ,33.16%,$2.70 ,$1.80 ,$2.45 ,"2,500,000","1,420,000","3,460,000","$8,753,800 ",9:37:00 AM,12:00:00 PM,6.72%,-9.26%,yes
6/18/2020,$3.31 ,57.62%,$3.31 ,$2.40 ,$2.96 ,"15,100,000","4,600,000","10,000,000","$33,100,000 ",9:30:00 AM,3:05:00 PM,0.00%,-10.57%,yes
6/18/2020,$1.01 ,80.36%,$1.55 ,$0.82 ,$0.91 ,"98,000,000","19,570,000","1,410,000","$1,424,100 ",9:50:00 AM,3:50:00 PM,53.47%,-41.29%,yes
6/18/2020,$1.85 ,134.18%,$1.96 ,$1.08 ,$1.22 ,"34,000,000","8,748,000","13,450,000","$24,882,500 ",9:33:00 AM,2:54:00 PM,5.95%,-37.76%,yes
6/18/2020,$14.49 ,141.50%,$15.00 ,$8.20 ,$11.01 ,"40,000,000","2,800,000","8,970,000","$129,975,300 ",9:31:00 AM,11:20:00 AM,3.52%,-26.60%,yes
6/18/2020,$3.50 ,146.48%,$3.73 ,$2.40 ,$2.70 ,"113,000,000","6,500,000","11,800,000","$41,300,000 ",9:33:00 AM,10:20:00 AM,6.57%,-27.61%,yes
6/19/2020,$3.26 ,33.61%,$4.26 ,$2.80 ,$3.02 ,"5,100,000","350,000","2,190,000","$7,139,400 ",10:07:00 AM,3:10:00 PM,35.00%,-29.11%,yes
6/19/2020,$10.75 ,40.16%,$13.51 ,$9.05 ,$9.35 ,"4,700,000","507,000","3,590,000","$38,592,500 ",9:40:00 AM,3:10:00 PM,16.00%,-30.79%,yes
6/19/2020,$16.08 ,57.18%,$16.40 ,$12.90 ,$14.05 ,"17,800,000","4,600,000","21,000,000","$337,680,000 ",9:33:00 AM,3:11:00 PM,1.99%,-14.33%,yes
6/19/2020,$3.85 ,92.50%,$7.23 ,$3.24 ,$3.24 ,"171,000,000","10,374,000","15,150,000","$58,327,500 ",10:50:00 AM,3:59:00 PM,87.79%,-55.19%,yes
6/19/2020,$21.30 ,173.08%,$24.44 ,$12.40 ,$13.51 ,"13,800,000","2,078,000","1,000,000","$21,300,000 ",9:41:00 AM,2:20:00 PM,14.74%,-44.72%,yes
6/22/2020,$2.49 ,24.50%,$2.75 ,$2.13 ,$2.26 ,"5,300,000","1,420,000","76,000,000","$189,240,000 ",9:59:00 AM,11:27:00 AM,10.44%,-17.82%,yes
6/22/2020,$4.58 ,52.67%,$5.00 ,$3.74 ,$3.74 ,"40,000,000","6,300,000","22,890,000","$104,836,200 ",9:32:00 AM,2:10:00 PM,9.17%,-25.20%,yes
6/22/2020,$2.75 ,175.00%,$3.13 ,$1.87 ,$2.02 ,"120,000,000","19,470,000","24,150,000","$66,412,500 ",9:51:00 AM,2:13:00 PM,13.82%,-35.46%,yes
6/23/2020,$2.87 ,13.89%,$3.30 ,$2.70 ,$3.09 ,"6,800,000","778,000","9,020,000","$25,887,400 ",12:23:00 PM,9:35:00 AM,14.98%,-6.36%,no
6/23/2020,$6.50 ,38.00%,$10.49 ,$5.82 ,$6.50 ,"31,000,000","1,130,000","1,340,000","$8,710,000 ",10:01:00 AM,9:33:00 AM,61.38%,-38.04%,no
6/23/2020,$1.96 ,96.00%,$2.06 ,$1.21 ,$1.37 ,"41,000,000","7,980,000","4,000,000","$7,840,000 ",9:32:00 AM,3:19:00 PM,7.00%,-33.50%,yes
6/24/2020,$1.16 ,65.71%,$1.23 ,$0.75 ,$0.85 ,"18,815,000","5,666,000","5,380,000","$6,240,800 ",9:30:00 AM,12:30:00 PM,7.00%,-30.89%,yes
6/24/2020,$2.45 ,75.00%,$2.67 ,$1.37 ,$1.68 ,"8,907,000","2,940,000","5,740,000","$14,063,000 ",9:34:00 AM,12:42:00 PM,7.00%,-37.08%,yes
6/24/2020,$5.38 ,123.24%,$5.97 ,$3.20 ,$3.20 ,"48,900,000","11,343,000","2,500,000","$13,450,000 ",9:32:00 AM,4:00:00 PM,10.97%,-46.40%,yes
6/25/2020,$6.41 ,14.67%,$7.21 ,$6.21 ,$6.40 ,"70,000,000","4,730,000","180,000,000","$1,153,800,000 ",9:38:00 AM,3:00:00 PM,12.00%,-11.23%,yes
6/25/2020,$1.38 ,21.05%,$1.39 ,$1.18 ,$1.22 ,"24,700,000","6,100,000","45,340,000","$62,569,200 ",10:00:00 AM,2:50:00 PM,0.72%,-12.23%,yes
6/25/2020,$9.28 ,61.39%,$11.73 ,$6.84 ,$9.18 ,"31,000,000","640,000","2,370,000","$21,993,600 ",11:09:00 AM,9:42:00 AM,26.40%,-21.74%,yes
6/25/2020,$5.70 ,83.87%,$8.76 ,$5.06 ,$7.35 ,"120,000,000","9,877,000","5,980,000","$34,086,000 ",11:51:00 AM,10:34:00 AM,53.68%,-16.10%,no
6/26/2020,$1.08 ,54.29%,$1.12 ,$0.72 ,$0.82 ,"13,300,000","2,240,000","18,490,000","$19,969,200 ",9:30:00 AM,1:57:00 PM,4.00%,-26.79%,yes
6/26/2020,$2.80 ,141.38%,$2.88 ,$1.96 ,$2.07 ,"36,500,000","4,047,000","38,000,000","$106,400,000 ",9:32:00 AM,3:55:00 PM,2.86%,-28.13%,yes
6/29/2020,$4.09 ,142.01%,$4.40 ,$2.55 ,$2.55 ,"107,000,000","17,363,000","17,650,000","$72,188,500 ",9:31:00 AM,2:05:00 PM,7.58%,-42.05%,yes
6/30/2020,$2.02 ,44.29%,$4.96 ,$1.85 ,$4.96 ,"146,000,000","2,840,000","4,650,000","$9,393,000 ",3:59:00 PM,9:37:00 AM,145.54%,0.00%,no
6/30/2020,$3.20 ,84.97%,$3.20 ,$1.97 ,$2.18 ,"37,000,000","10,400,000","15,150,000","$48,480,000 ",9:30:00 AM,3:55:00 PM,0.00%,-31.88%,yes
6/30/2020,$1.49 ,129.23%,$1.62 ,$1.13 ,$1.25 ,"47,089,000","7,960,000","11,940,000","$17,790,600 ",10:00:00 AM,3:30:00 PM,10.00%,-22.84%,yes
6/30/2020,$16.00 ,168.46%,$16.00 ,$6.00 ,$4.96 ,"18,060,000","3,044,000","1,000,000","$16,000,000 ",9:31:00 AM,3:58:00 PM,0.00%,-69.00%,yes
7/1/2020,$6.45 ,62.88%,$7.50 ,$4.40 ,$4.60 ,"42,000,000","9,524,000","17,600,000","$113,520,000 ",9:36:00 AM,4:00:00 PM,16.28%,-38.67%,yes
7/1/2020,$2.11 ,64.84%,$2.31 ,$1.50 ,$1.52 ,"28,470,000","22,622,000","140,630,000","$296,729,300 ",9:32:00 AM,4:00:00 PM,9.48%,-34.20%,yes
7/1/2020,$3.44 ,85.95%,$3.55 ,$2.75 ,$3.25 ,"75,000,000","8,169,000","49,200,000","$169,248,000 ",12:26:00 PM,9:50:00 AM,3.20%,-8.45%,yes
7/1/2020,$2.13 ,113.00%,$3.85 ,$2.00 ,$2.53 ,"210,000,000","6,482,595","6,300,000","$13,419,000 ",2:05:00 PM,9:40:00 AM,80.75%,-34.29%,no
7/2/2020,$4.39 ,35.91%,$4.50 ,$3.21 ,$3.54 ,"6,000,000","11,252,244","14,570,000","$63,962,300 ",9:32:00 AM,2:41:00 PM,2.51%,-21.33%,yes
7/2/2020,$0.83 ,50.91%,$0.89 ,$0.58 ,$0.60 ,"44,393,000","12,413,000","25,590,000","$21,239,700 ",9:32:00 AM,4:45:00 PM,7.23%,-32.58%,yes
7/2/2020,$8.23 ,136.49%,$8.73 ,$4.89 ,$4.99 ,"42,690,000","8,889,000","2,000,000","$16,460,000 ",9:32:00 AM,4:00:00 PM,6.08%,-42.84%,yes
7/2/2020,$1.51 ,151.67%,$2.49 ,$1.38 ,$1.56 ,"80,594,000","6,785,000","13,160,000","$19,871,600 ",11:17:00 AM,9:32:00 AM,64.90%,-37.35%,no
7/6/2020,$4.70 ,29.48%,$4.70 ,$3.77 ,$3.93 ,"3,930,000","1,253,600","3,070,000","$14,429,000 ",9:31:00 AM,11:02:00 AM,0.00%,-16.38%,yes
7/6/2020,$5.04 ,54.13%,$8.18 ,$4.63 ,$5.39 ,"230,000,000","14,539,000","10,690,000","$53,877,600 ",11:23:00 AM,9:33:00 AM,62.30%,-34.11%,no
7/6/2020,$2.02 ,56.59%,$2.42 ,$1.68 ,$1.99 ,"20,170,000","2,720,000","3,790,000","$7,655,800 ",9:54:00 AM,12:36:00 PM,19.80%,-17.77%,yes
7/7/2020,$5.12 ,86.86%,$6.88 ,$4.69 ,$5.07 ,"97,137,000","3,877,000","14,340,000","$73,420,800 ",10:47:00 AM,9:35:00 AM,34.38%,-26.31%,yes
7/7/2020,$9.20 ,128.86%,$10.25 ,$6.67 ,$6.90 ,"47,607,000","8,536,000","38,000,000","$349,600,000 ",10:07:00 AM,3:36:00 PM,11.41%,-32.68%,yes
7/8/2020,$3.46 ,14.57%,$3.58 ,$3.06 ,$3.16 ,"5,570,000","920,000","22,970,000","$79,476,200 ",9:39:00 AM,11:30:00 AM,3.47%,-11.73%,yes
7/8/2020,$9.60 ,38.93%,$9.97 ,$8.02 ,$8.75 ,"32,440,000","6,124,000","6,400,000","$61,440,000 ",9:43:00 AM,1:54:00 PM,3.85%,-12.24%,yes
7/8/2020,$2.07 ,146.43%,$2.26 ,$1.25 ,$1.33 ,"124,000,000","14,020,000","25,590,000","$52,971,300 ",9:33:00 AM,4:00:00 PM,9.18%,-41.15%,yes
7/9/2020,$9.68 ,49.15%,$9.79 ,$7.75 ,$8.00 ,"20,500,000","6,168,000","3,440,000","$33,299,200 ",9:35:00 AM,4:00:00 PM,1.14%,-18.28%,yes
7/9/2020,$3.26 ,69.79%,$3.31 ,$2.46 ,$2.70 ,"37,255,000","8,578,000","16,930,000","$55,191,800 ",9:31:00 AM,11:36:00 AM,1.14%,-18.43%,yes
7/10/2020,$1.69 ,40.83%,$1.89 ,$1.23 ,$1.52 ,"16,985,000","3,075,000","12,820,000","$21,665,800 ",9:33:00 AM,12:53:00 PM,11.00%,-19.58%,yes
7/10/2020,$8.16 ,109.23%,$15.20 ,$6.60 ,$15.00 ,"154,660,000","13,542,000","12,000,000","$97,920,000 ",3:57:00 PM,9:46:00 AM,86.27%,-1.32%,no
7/13/2020,$9.05 ,182.81%,$27.05 ,$7.50 ,$27.05 ,"100,656,000","3,143,000","10,460,000","$94,663,000 ",4:00:00 PM,9:38:00 AM,198.90%,0.00%,no
7/13/2020,$3.17 ,272.94%,$3.30 ,$1.66 ,$1.83 ,"160,794,000","28,763,000","37,470,000","$118,779,900 ",9:49:00 AM,3:50:00 PM,4.10%,-44.55%,yes
7/14/2020,$5.21 ,48.86%,$5.21 ,$3.55 ,$3.79 ,"13,300,000","3,596,000","24,900,000","$129,729,000 ",9:30:00 AM,3:00:00 PM,0.00%,-27.26%,yes
7/14/2020,$5.48 ,71.25%,$7.29 ,$4.60 ,$6.55 ,"91,070,000","3,096,540","7,800,000","$42,744,000 ",11:48:00 AM,9:49:00 AM,33.03%,-10.15%,no
7/14/2020,$6.17 ,106.35%,$6.82 ,$4.15 ,$4.69 ,"62,050,000","9,464,000","60,820,000","$375,259,400 ",9:47:00 AM,12:41:00 PM,10.53%,-31.23%,yes
7/15/2020,$2.22 ,20.65%,$2.29 ,$1.95 ,$2.05 ,"18,557,000","7,014,000","13,130,000","$29,148,600 ",9:32:00 AM,3:30:00 PM,3.15%,-10.48%,yes
7/15/2020,$2.77 ,22.57%,$10.30 ,$2.55 ,$5.79 ,"372,069,000","4,487,000","11,390,000","$31,550,300 ",2:34:00 PM,9:33:00 AM,271.84%,-43.79%,no
7/15/2020,$1.70 ,31.78%,$1.80 ,$1.38 ,$1.44 ,"42,269,000","8,268,000","36,170,000","$61,489,000 ",9:35:00 AM,11:20:00 AM,5.88%,-20.00%,yes
7/15/2020,$30.18 ,312.86%,$31.40 ,$14.68 ,$14.68 ,"26,580,000","3,632,000","1,400,000","$42,252,000 ",9:33:00 AM,4:00:00 PM,4.04%,-53.25%,yes
7/16/2020,$6.21 ,20.12%,$6.43 ,$5.41 ,$5.98 ,"6,907,000","1,355,000","30,390,000","$188,721,900 ",9:38:00 AM,12:25:00 PM,3.54%,-7.00%,yes
7/16/2020,$10.90 ,50.97%,$13.00 ,$8.22 ,$8.57 ,"44,750,000","4,467,000","26,890,000","$293,101,000 ",9:47:00 AM,3:10:00 PM,19.27%,-34.08%,yes
7/16/2020,$2.20 ,52.78%,$2.28 ,$1.92 ,$2.02 ,"3,932,000","1,317,000","6,300,000","$13,860,000 ",9:40:00 AM,9:50:00 AM,3.00%,-11.40%,yes
7/16/2020,$1.17 ,85.71%,$1.56 ,$0.78 ,$0.88 ,"27,220,000","3,830,000","17,350,000","$20,299,500 ",9:47:00 AM,3:00:00 PM,33.33%,-43.59%,yes
7/16/2020,$8.35 ,143.44%,$8.93 ,$4.36 ,$4.76 ,"2,000,000","7,750,000","5,900,000","$49,265,000 ",9:30:00 AM,2:33:00 PM,6.95%,-46.70%,yes
7/17/2020,$1.97 ,23.13%,$9.40 ,$1.71 ,$1.79 ,"7,805,000","2,065,000","3,750,000","$7,387,500 ",9:35:00 AM,1:15:00 PM,377.16%,-80.96%,yes
7/17/2020,$13.11 ,45.50%,$14.84 ,$10.07 ,$10.86 ,"22,550,000","2,875,000","4,440,000","$58,208,400 ",9:52:00 AM,12:38:00 PM,13.20%,-26.82%,yes
7/17/2020,$8.95 ,58.41%,$9.40 ,$7.17 ,$8.01 ,"19,560,000","2,738,000","8,290,000","$74,195,500 ",3:43:00 PM,10:48:00 AM,5.03%,-14.79%,yes
7/17/2020,$9.72 ,62.54%,$15.71 ,$8.00 ,$10.28 ,"95,806,000","4,101,000","6,820,000","$66,290,400 ",1:11:00 PM,9:45:00 AM,61.63%,-34.56%,no
7/17/2020,$20.60 ,91.63%,$38.82 ,$18.06 ,$25.69 ,"38,338,000","791,000","1,810,000","$37,286,000 ",3:21:00 PM,9:34:00 AM,88.45%,-33.82%,no
7/20/2020,$10.63 ,63.54%,$19.53 ,$10.13 ,$10.65 ,"67,810,000","1,223,000","3,590,000","$38,161,700 ",10:11:00 AM,9:30:00 AM,83.73%,-45.47%,no
7/20/2020,$5.05 ,147.55%,$5.24 ,$2.90 ,$2.99 ,"77,568,000","13,787,000","9,710,000","$49,035,500 ",10:15:00 AM,3:56:00 PM,3.76%,-42.94%,yes
7/21/2020,$6.20 ,20.16%,$6.20 ,$5.20 ,$5.24 ,"8,732,000","2,277,000","16,990,000","$105,338,000 ",9:31:00 AM,4:00:00 PM,0.00%,-15.48%,yes
7/21/2020,$2.76 ,30.81%,$2.89 ,$2.10 ,$2.10 ,"23,506,000","5,260,000","41,100,000","$113,436,000 ",9:32:00 AM,4:00:00 PM,4.71%,-27.34%,yes
7/21/2020,$1.53 ,37.84%,$1.55 ,$1.26 ,$1.34 ,"45,355,000","11,167,000","47,230,000","$72,261,900 ",9:50:00 AM,10:52:00 AM,1.31%,-13.55%,yes
7/21/2020,$3.13 ,79.89%,$7.07 ,$3.06 ,$4.30 ,"199,768,000","6,997,297","6,380,000","$19,969,400 ",11:11:00 AM,9:30:00 AM,125.88%,-39.18%,no
7/22/2020,$2.55 ,7.59%,$2.55 ,$2.28 ,$2.33 ,"4,452,000","1,808,000","6,690,000","$17,059,500 ",9:30:00 AM,11:32:00 AM,0.00%,-8.63%,yes
7/22/2020,$3.84 ,53.60%,$4.80 ,$3.13 ,$3.30 ,"82,727,000","6,112,000","6,840,000","$26,265,600 ",9:52:00 AM,3:14:00 PM,25.00%,-31.25%,yes
7/22/2020,$3.91 ,58.30%,$4.69 ,$3.25 ,$3.62 ,"25,937,000","3,750,000","3,580,000","$13,997,800 ",10:16:00 AM,2:06:00 PM,19.95%,-22.81%,yes
7/22/2020,$10.02 ,187.93%,$14.63 ,$7.51 ,$8.05 ,"56,302,000","3,366,000","790,000","$7,915,800 ",10:41:00 AM,4:00:00 PM,46.01%,-44.98%,yes
7/23/2020,$2.21 ,36.42%,$2.78 ,$1.73 ,$1.84 ,"65,801,000","7,845,000","7,797,000","$17,231,370 ",10:12:00 AM,3:45:00 PM,25.79%,-33.81%,yes
7/23/2020,$2.73 ,41.45%,$3.21 ,$2.06 ,$2.26 ,"28,999,000","4,175,000","8,850,000","$24,160,500 ",9:55:00 AM,3:30:00 PM,17.58%,-29.60%,yes
7/23/2020,$7.85 ,135.03%,$9.99 ,$6.45 ,$8.95 ,"224,000,000","18,880,000","6,980,000","$54,793,000 ",2:41:00 PM,12:50:00 PM,27.26%,-10.41%,no
7/24/2020,$6.40 ,220.00%,$7.00 ,$3.30 ,$3.30 ,"72,597,000","9,333,000","3,500,000","$22,400,000 ",9:30:00 AM,4:00:00 PM,9.30%,-52.86%,yes
7/27/2020,$6.60 ,16.40%,$13.25 ,$6.40 ,$11.38 ,"82,440,000","100,000","41,670,000","$275,022,000 ",1:35:00 PM,8:12:00 AM,100.76%,-14.11%,no
7/27/2020,$3.89 ,159.33%,$4.15 ,$2.17 ,$2.17 ,"102,780,000","21,440,000","4,350,000","$16,921,500 ",9:35:00 AM,4:00:00 PM,6.68%,-47.71%,yes
7/28/2020,$2.87 ,35.38%,$2.97 ,$2.37 ,$2.61 ,"31,520,000","6,869,000","29,740,000","$85,353,800 ",9:35:00 AM,11:59:00 AM,5.00%,-12.12%,yes
7/28/2020,$4.72 ,45.68%,$4.76 ,$3.67 ,$3.62 ,"31,100,000","2,998,000","104,000,000","$490,880,000 ",9:32:00 AM,1:47:00 PM,0.85%,-23.95%,yes
7/28/2020,$9.26 ,97.02%,$9.26 ,$5.79 ,$5.99 ,"32,439,000","4,900,000","2,000,000","$18,520,000 ",9:30:00 AM,4:00:00 PM,0.00%,-35.31%,yes
7/28/2020,$9.67 ,267.68%,$11.80 ,$7.62 ,$8.00 ,"284,660,000","30,442,000","57,000,000","$551,190,000 ",10:06:00 AM,1:00:00 PM,22.03%,-32.20%,yes
7/29/2020,$4.25 ,12.14%,$4.66 ,$3.88 ,$4.10 ,"7,336,000","1,889,000","11,190,000","$47,557,500 ",9:35:00 AM,2:30:00 PM,9.65%,-12.02%,yes
7/29/2020,$11.40 ,62.86%,$12.50 ,$9.01 ,$9.87 ,"23,770.00","2,022,000","2,000,000","$22,800,000 ",10:14:00 AM,3:13:00 PM,9.65%,-21.04%,yes
7/30/2020,$5.83 ,55.88%,$6.87 ,$4.12 ,$4.38 ,"22,820,000","5,270,000","5,000,000","$29,150,000 ",9:48:00 AM,3:36:00 PM,17.84%,-36.24%,yes
7/30/2020,$15.73 ,59.37%,$19.10 ,$8.73 ,$9.54 ,"45,808,000","10,767,000","3,000,000","$47,190,000 ",9:38:00 AM,2:14:00 PM,21.42%,-50.05%,yes
7/30/2020,$4.18 ,109.00%,$15.00 ,$2.61 ,$8.85 ,"109,000,000","200,000","4,170,000","$17,430,600 ",11:30:00 AM,9:40:00 AM,258.85%,-41.00%,no
7/31/2020,$13.14 ,50.52%,$13.14 ,$9.30 ,$10.08 ,"18,590,000","5,039,000","4,440,000","$58,341,600 ",9:30:00 AM,2:58:00 PM,0.00%,-23.29%,yes
7/31/2020,$5.00 ,71.23%,$7.89 ,$3.77 ,$4.17 ,"131,000,000","11,087,000","11,430,000","$57,150,000 ",9:59:00 AM,3:12:00 PM,57.80%,-47.15%,yes
7/31/2020,$2.80 ,81.82%,$3.00 ,$2.07 ,$2.24 ,"66,210,000","12,756,000","37,470,000","$104,916,000 ",9:32:00 AM,2:50:00 PM,7.14%,-25.33%,yes
8/3/2020,$4.40 ,25.70%,$5.36 ,$4.02 ,$4.89 ,"53,000,000","4,514,000","49,000,000","$215,600,000 ",12:49:00 PM,10:23:00 AM,21.82%,-8.77%,no
8/3/2020,$4.30 ,43.00%,$4.95 ,$3.04 ,$3.66 ,"12,884,000","4,195,795","2,500,000","$10,750,000 ",9:34:00 AM,3:25:00 PM,15.12%,-26.06%,yes
8/3/2020,$13.95 ,50.16%,$17.21 ,$13.17 ,$13.56 ,"186,880,000","13,173,478","110,000,000","$1,534,500,000 ",9:59:00 AM,12:42:00 PM,23.37%,-21.21%,yes
8/3/2020,$5.90 ,208.90%,$6.24 ,$2.90 ,$3.09 ,"56,840,000","14,735,000","6,000,000","$35,400,000 ",9:31:00 AM,3:53:00 PM,5.76%,-50.48%,yes
8/4/2020,$4.14 ,21.05%,$4.29 ,$3.28 ,$3.61 ,"5,250,000","1,220,000","11,400,000","$47,196,000 ",9:32:00 AM,2:47:00 PM,3.62%,-15.85%,yes
8/4/2020,$2.72 ,28.91%,$3.30 ,$2.44 ,$3.30 ,"60,000,000","4,390,000","24,000,000","$65,280,000 ",4:00:00 PM,10:00:00 AM,21.32%,0.00%,no
8/4/2020,$2.70 ,35.00%,$3.04 ,$2.21 ,$2.31 ,"40,257,000","10,460,000","35,000,000","$94,500,000 ",10:07:00 AM,12:14:00 PM,12.59%,-24.01%,yes
8/4/2020,$3.81 ,78.04%,$5.15 ,$3.18 ,$3.55 ,"109,800,000","8,240,000","12,400,000","$47,244,000 ",10:37:00 AM,9:35:00 AM,35.17%,-31.07%,yes
8/4/2020,$11.55 ,285.00%,$13.42 ,$5.30 ,$5.60 ,"36,600,000","7,000,000","1,650,000","$19,057,500 ",9:31:00 AM,4:00:00 PM,16.19%,-58.27%,yes
8/5/2020,$4.64 ,8.92%,$5.04 ,$4.27 ,$4.60 ,"6,930,000","2,800,000","9,000,000","$41,760,000 ",9:47:00 AM,11:00:00 AM,8.62%,-8.73%,yes
8/5/2020,$5.75 ,10.50%,$5.75 ,$4.95 ,$5.03 ,"6,590,000","2,400,000","60,000,000","$345,000,000 ",9:30:00 AM,1:43:00 PM,0.00%,-12.52%,yes
8/5/2020,$2.68 ,116.13%,$2.88 ,$1.64 ,$1.85 ,"80,740,000","22,400,000","6,300,000","$16,884,000 ",9:31:00 AM,2:05:00 PM,7.46%,-35.76%,yes
8/6/2020,$3.59 ,11.15%,$3.59 ,$3.25 ,$3.34 ,"1,970,000","706,000","2,500,000","$8,975,000 ",9:30:00 AM,1:10:00 PM,0.00%,-6.96%,yes
8/6/2020,$6.69 ,67.25%,$9.58 ,$5.71 ,$7.60 ,"87,000,000","5,936,000","3,400,000","$22,746,000 ",10:44:00 AM,9:34:00 AM,43.20%,-20.67%,no
8/6/2020,$12.55 ,155.00%,$12.96 ,$7.99 ,$8.48 ,"51,380,000","11,540,000","1,500,000","$18,825,000 ",9:35:00 AM,1:44:00 PM,3.27%,-34.57%,yes
8/7/2020,$2.53 ,13.45%,$4.44 ,$2.37 ,$3.40 ,"210,000,000","4,300,000","19,700,000","$49,841,000 ",12:01:00 PM,9:38:00 AM,75.49%,-23.42%,no
8/7/2020,$3.59 ,19.60%,$3.59 ,$2.78 ,$3.22 ,"4,840,000","1,300,000","3,900,000","$14,001,000 ",9:30:00 AM,1:43:00 PM,0.00%,-10.31%,yes
8/7/2020,$9.79 ,40.00%,$10.60 ,$5.95 ,$7.57 ,"15,550,000","4,574,000","2,250,000","$22,027,500 ",9:42:00 AM,2:47:00 PM,8.27%,-28.58%,yes
8/7/2020,$7.78 ,55.60%,$8.19 ,$5.82 ,$6.40 ,"21,250,000","4,300,000","5,300,000","$41,234,000 ",9:41:00 AM,11:51:00 AM,5.27%,-21.86%,yes
8/10/2020,$1.20 ,0.00%,$3.33 ,$1.10 ,$1.47 ,"45,500,000","23,000","3,900,000","$4,680,000 ",10:58:00 PM,9:33:00 AM,183.62%,-55.86%,no
8/10/2020,$3.27 ,9.00%,$3.48 ,$2.89 ,$3.15 ,"12,280,000","3,790,000","6,700,000","$21,909,000 ",9:42:00 AM,1:30:00 PM,6.42%,-9.48%,yes
8/10/2020,$3.61 ,80.00%,$4.74 ,$2.86 ,$3.15 ,"108,000,000","23,936,000","130,000,000","$469,300,000 ",9:31:00 AM,1:28:00 PM,1.94%,-33.54%,yes
8/10/2020,$2.16 ,80.00%,$2.44 ,$1.23 ,$1.38 ,"14,680,000","1,969,000","7,800,000","$16,848,000 ",3:11:00 PM,3:06:00 PM,10.10%,-43.44%,yes
8/10/2020,$20.28 ,304.00%,$33.00 ,$18.00 ,$22.95 ,"95,200,000","13,920,000","50,700,000","$1,028,196,000 ",10:32:00 AM,9:32:00 AM,62.72%,-30.45%,no
8/11/2020,$2.07 ,65.60%,$2.55 ,$1.64 ,$1.88 ,"70,410,000","6,420,000","2,900,000","$6,003,000 ",10:43:00 AM,10:13:00 AM,23.19%,-26.27%,yes
8/11/2020,$6.93 ,70.27%,$6.93 ,$4.76 ,$5.08 ,"60,760,000","17,000,000","13,900,000","$96,327,000 ",9:30:00 AM,2:21:00 PM,0.00%,-26.70%,yes
8/11/2020,$4.17 ,96.70%,$4.53 ,$1.75 ,$2.60 ,"11,950,000","1,670,000","8,880,000","$37,029,600 ",9:32:00 AM,3:57:00 PM,8.63%,-42.60%,yes
8/12/2020,$9.11 ,7.81%,$9.74 ,$8.90 ,$9.12 ,"3,295,000","1,000,000","9,600,000","$87,456,000 ",9:35:00 AM,9:55:00 AM,6.92%,-6.37%,no
8/12/2020,$1.00 ,33.00%,$2.67 ,$0.95 ,$2.67 ,"300,000,000","9,678,000","33,550,000","$33,550,000 ",4:00:00 PM,9:30:00 AM,167.00%,0.00%,no
8/12/2020,$2.59 ,33.51%,$2.68 ,$2.34 ,$2.49 ,"83,950,000","17,860,000","44,000,000","$113,960,000 ",9:34:00 AM,9:55:00 AM,3.47%,-7.09%,yes
8/12/2020,$14.09 ,75.00%,$14.40 ,$7.00 ,$7.00 ,"6,500,000","693,000","2,340,000","$32,970,600 ",9:31:00 AM,2:47:00 PM,2.20%,-51.39%,yes
8/13/2020,$3.00 ,50.00%,$7.76 ,$2.81 ,$4.20 ,"208,000,000","4,064,000","2,460,000","$7,380,000 ",1:31:00 PM,9:31:00 AM,158.67%,-45.88%,no
8/13/2020,$9.55 ,138.00%,$10.25 ,$6.82 ,$7.18 ,"32,500,000","7,800,000","1,300,000","$12,415,000 ",9:37:00 AM,1:06:00 PM,7.33%,-29.95%,yes
8/14/2020,$1.05 ,20.08%,$1.67 ,$0.93 ,$1.10 ,"253,000,000","2,091,000","1,410,000","$1,480,500 ",3:03:00 PM,9:41:00 AM,59.05%,-34.13%,no
8/14/2020,$2.73 ,24.09%,$4.33 ,$2.60 ,$2.78 ,"150,912,000","8,077,000","6,380,000","$17,417,400 ",10:04:00 AM,3:12:00 PM,58.61%,-35.80%,no
8/14/2020,$4.49 ,52.20%,$4.89 ,$3.01 ,$3.20 ,"25,840,000","3,740,000","2,220,000","$9,967,800 ",9:38:00 AM,3:44:00 PM,9.30%,-34.56%,yes
8/14/2020,$9.35 ,59.01%,$9.35 ,$6.41 ,$7.13 ,"12,426,000","3,720,000","33,880,000","$316,778,000 ",9:30:00 AM,12:48:00 PM,0.00%,-23.74%,yes
8/17/2020,$2.03 ,19.40%,$2.33 ,$1.75 ,$1.81 ,"22,796,000","4,383,000","6,300,000","$12,789,000 ",9:49:00 AM,1:07:00 PM,14.78%,-22.32%,yes
8/17/2020,$1.38 ,38.00%,$2.12 ,$1.32 ,$1.46 ,"224,540,000","9,410,725","25,640,000","$35,383,200 ",2:10:00 PM,9:30:00 AM,53.62%,-31.13%,no
8/17/2020,$11.78 ,38.58%,$12.20 ,$9.50 ,$10.30 ,"27,067,000","7,808,486","6,800,000","$80,104,000 ",9:34:00 AM,1:24:00 PM,3.57%,-15.57%,yes
