date,open,gap,hod,low,close,eodVolume,pmVolume,floatShares,marketCap,hodTime,lodTime,openPush,hodToClose,closedRed
8/17/2020,$9.99 ,42.80%,$11.85 ,$8.75 ,$11.85 ,"3,369,000","507,000","5,860,000","$58,541,400 ",4:00:00 PM,10:12:00 AM,18.62%,0.00%,no
8/18/2020,$3.02 ,13.96%,$3.02 ,$2.72 ,$2.90 ,"7,828,000","3,304,000","33,730,000","$101,864,600 ",9:30:00 AM,10:06:00 AM,0.00%,-3.97%,yes
8/18/2020,$7.10 ,22.41%,$7.74 ,$6.15 ,$6.90 ,"6,094,000","1,167,323","8,440,000","$59,924,000 ",10:30:00 AM,1:01:00 PM,9.01%,-10.85%,yes
8/18/2020,$1.00 ,25.00%,$3.12 ,$0.95 ,$1.63 ,"122,530,000","210,000","16,500,000","$16,500,000 ",2:25:00 PM,9:32:00 AM,212.00%,-47.76%,no
8/18/2020,$1.26 ,31.25%,$1.42 ,$1.03 ,$1.09 ,"58,344,000","12,410,000","32,520,000","$40,975,200 ",9:33:00 AM,11:29:00 AM,13.00%,-23.24%,yes
8/18/2020,$2.22 ,46.60%,$2.57 ,$1.60 ,$1.78 ,"37,300,000","3,866,000","5,580,000","$12,387,600 ",9:44:00 AM,2:27:00 PM,15.77%,-30.74%,yes
8/18/2020,$6.23 ,78.00%,$8.45 ,$4.91 ,$5.25 ,"50,673,000","5,902,065","7,000,000","$43,610,000 ",10:16:00 AM,3:28:00 PM,35.63%,-37.87%,yes
8/19/2020,$6.50 ,13.00%,$6.66 ,$5.60 ,$6.21 ,"2,534,000","1,196,000","2,340,000","$15,210,000 ",9:34:00 AM,11:20:00 PM,2.46%,-6.76%,yes
8/19/2020,$2.61 ,30.50%,$2.61 ,$1.86 ,$2.01 ,"5,400,000","2,446,000","4,000,000","$10,440,000 ",9:30:00 AM,2:40:00 PM,0.00%,-22.99%,yes
8/19/2020,$2.07 ,31.01%,$2.16 ,$1.66 ,$1.76 ,"25,257,000","2,250,000","25,890,000","$53,592,300 ",9:34:00 AM,3:07:00 PM,4.35%,-18.52%,yes
8/19/2020,$1.73 ,34.11%,$2.88 ,$1.56 ,$1.89 ,"139,911,000","3,518,000","10,000,000","$17,300,000 ",12:38:00 PM,9:45:00 AM,66.47%,-34.38%,no
8/19/2020,$1.60 ,73.91%,$3.80 ,$1.31 ,$1.37 ,"94,296,000","9,904,000","3,400,000","$5,440,000 ",9:53:00 AM,3:56:00 PM,137.50%,-63.95%,yes
8/20/2020,$1.11 ,11.00%,$1.38 ,$0.94 ,$1.07 ,"30,071,000","5,410,000","6,880,000","$7,636,800 ",10:10:00 AM,1:37:00 PM,25.00%,-22.46%,yes
8/20/2020,$7.20 ,20.00%,$7.42 ,$6.35 ,$7.42 ,"6,933,000","1,525,000","5,270,000","$37,944,000 ",4:00:00 PM,12:01:00 PM,3.06%,0.00%,no
8/20/2020,$3.59 ,73.43%,$3.59 ,$2.53 ,$2.72 ,"100,000,000","23,950,000","19,710,000","$70,758,900 ",9:30:00 AM,11:15:00 AM,0.00%,-24.23%,yes
8/20/2020,$0.98 ,84.43%,$2.18 ,$0.88 ,$1.86 ,"991,106,000","32,080,000","45,000,000","$44,100,000 ",1:00:00 PM,9:42:00 AM,123.02%,-14.68%,no
8/21/2020,$3.48 ,8.07%,$3.49 ,$3.12 ,$3.19 ,"2,794,000","615,000","10,690,000","$37,201,200 ",9:36:00 AM,1:01:00 PM,0.29%,-8.60%,yes
8/21/2020,$1.61 ,15.00%,$1.65 ,$1.30 ,$1.45 ,"22,110,000","2,676,000","33,490,000","$53,918,900 ",9:33:00 AM,12:22:00 PM,2.48%,-12.12%,yes
8/21/2020,$4.67 ,23.87%,$6.22 ,$4.11 ,$4.35 ,"133,158,000","2,679,480","3,490,000","$16,298,300 ",10:21:00 AM,12:27:00 PM,33.19%,-30.06%,yes
8/21/2020,$2.91 ,38.57%,$2.97 ,$2.30 ,$2.60 ,"30,186,000","12,423,000","6,380,000","$18,565,800 ",9:32:00 AM,1:04:00 PM,2.06%,-12.46%,yes
8/24/2020,$1.34 ,34.00%,$1.34 ,$0.95 ,$1.05 ,"5,982,000","1,737,000","3,900,000","$5,226,000 ",9:30:00 AM,1:01:00 PM,0.00%,-21.64%,yes
8/24/2020,$3.69 ,47.60%,$3.71 ,$2.82 ,$2.89 ,"88,109,906","18,492,486","67,880,000","$250,477,200 ",9:31:00 AM,11:51:00 AM,0.54%,-22.10%,yes
8/24/2020,$1.36 ,52.81%,$2.23 ,$1.15 ,$1.25 ,"151,893,000","1,965,842","15,630,000","$21,256,800 ",10:39:00 AM,9:32:00 AM,63.97%,-43.95%,yes
8/24/2020,$4.39 ,75.60%,$4.94 ,$2.87 ,$3.85 ,"92,406,609","9,832,723","11,430,000","$50,177,700 ",3:03:00 PM,12:11:00 PM,12.53%,-22.06%,yes
8/24/2020,$7.65 ,168.42%,$10.39 ,$6.13 ,$6.59 ,"110,000,000","9,732,000","2,000,000","$15,300,000 ",10:10:00 AM,3:51:00 PM,35.82%,-36.57%,yes
8/25/2020,$4.28 ,22.20%,$5.63 ,$3.57 ,$4.27 ,"36,759,000","540,000","4,100,000","$17,548,000 ",11:55:00 AM,10:07:00 AM,31.54%,-24.16%,yes
8/25/2020,$6.55 ,43.96%,$6.55 ,$4.24 ,$4.50 ,"16,524,000","4,906,000","20,710,000","$135,650,500 ",9:31:00 AM,2:08:00 PM,0.00%,-31.30%,yes
8/25/2020,$4.07 ,60.87%,$5.26 ,$2.75 ,$2.90 ,"66,993,000","9,708,000","3,630,000","$14,774,100 ",9:38:00 AM,3:57:00 PM,29.24%,-44.87%,yes
8/25/2020,$0.88 ,76.00%,$1.44 ,$0.69 ,$0.71 ,"266,200,000","10,219,000","15,730,000","$13,842,400 ",9:45:00 AM,3:58:00 PM,63.64%,-50.69%,yes
8/26/2020,$11.55 ,21.57%,$12.45 ,$10.56 ,$11.44 ,"133,102,000","12,085,000","66,440,000","$767,382,000 ",9:50:00 AM,6:59:00 AM,7.79%,-8.11%,yes
8/26/2020,$1.99 ,24.30%,$2.73 ,$1.96 ,$2.16 ,"103,037,000","4,848,000","7,340,000","$14,606,600 ",9:48:00 AM,9:30:00 AM,37.19%,-20.88%,no
8/26/2020,$1.52 ,26.66%,$1.68 ,$1.13 ,$1.21 ,"48,427,568","10,369,875","58,250,000","$88,540,000 ",9:31:00 AM,3:02:00 PM,10.50%,-27.98%,yes
8/27/2020,$5.57 ,11.40%,$5.57 ,$5.08 ,$5.10 ,"10,240,000","1,784,000","85,080,000","$473,895,600 ",9:31:00 AM,12:22:00 PM,0.00%,-8.44%,yes
8/27/2020,$4.18 ,28.61%,$5.20 ,$4.05 ,$4.25 ,"197,000,000","13,007,000","150,880,000","$630,678,400 ",10:31:00 AM,9:30:00 AM,24.40%,-18.27%,no
8/27/2020,$1.52 ,52.00%,$2.50 ,$1.43 ,$2.47 ,"101,200,754","5,559,000","8,090,000","$12,296,800 ",12:04:00 PM,9:30:00 AM,64.47%,-1.20%,no
8/27/2020,$3.33 ,66.50%,$3.44 ,$1.96 ,$2.40 ,"42,259,000","15,583,000","7,820,000","$26,040,600 ",9:31:00 AM,1:32:00 PM,3.30%,-30.23%,yes
8/28/2020,$2.47 ,17.62%,$2.50 ,$2.08 ,$2.15 ,"61,880,000","11,221,000","116,000,000","$286,520,000 ",9:31:00 AM,2:54:00 PM,1.21%,-14.00%,yes
8/28/2020,$1.59 ,17.70%,$1.91 ,$1.37 ,$1.50 ,"26,000,000","3,060,000","3,750,000","$5,962,500 ",9:41:00 AM,2:41:00 PM,21.50%,-21.47%,yes
8/28/2020,$6.09 ,74.00%,$6.50 ,$4.45 ,$5.06 ,"23,737,000","5,590,000","1,200,000","$7,308,000 ",9:34:00 AM,1:15:00 PM,6.73%,-22.15%,yes
8/31/2020,$1.86 ,19.23%,$1.86 ,$1.65 ,$1.71 ,"9,922,000","2,689,000","44,070,000","$81,970,200 ",9:31:00 AM,10:46:00 AM,0.00%,-8.06%,yes
8/31/2020,$1.80 ,38.00%,$2.09 ,$1.35 ,$1.60 ,"37,954,000","2,938,000","11,720,000","$21,096,000 ",9:36:00 AM,1:21:00 PM,16.11%,-23.44%,yes
9/1/2020,$2.20 ,10.00%,$2.48 ,$2.01 ,$2.33 ,"5,330,000","1,837,800","7,200,000","$15,840,000 ",10:10:00 AM,11:35:00 AM,12.73%,-6.05%,no
9/1/2020,$2.93 ,22.00%,$7.49 ,$2.40 ,$2.83 ,"9,675,000","3,865,000","3,900,000","$11,427,000 ",3:27:00 PM,10:53:00 AM,155.63%,-62.22%,yes
9/1/2020,$2.93 ,22.00%,$2.93 ,$2.40 ,$2.83 ,"9,675,000","3,865,000","3,900,000","$11,427,000 ",9:30:00 AM,10:53:00 AM,0.00%,-3.41%,yes
9/1/2020,$7.66 ,53.22%,$8.58 ,$6.67 ,$7.54 ,"43,000,000","1,590,000","17,000,000","$130,220,000 ",10:03:00 AM,10:34:00 AM,12.01%,-12.12%,yes
9/1/2020,$9.56 ,59.33%,$9.87 ,$7.21 ,$7.33 ,"105,960,000","22,400,000","57,000,000","$544,920,000 ",9:31:00 AM,12:14:00 PM,3.24%,-25.73%,yes
9/1/2020,$0.85 ,120.42%,$1.13 ,$0.52 ,$0.54 ,"97,845,000","10,790,000","17,000,000","$14,450,000 ",9:40:00 AM,4:00:00 PM,33.51%,-52.21%,yes
9/2/2020,$5.49 ,15.36%,$6.48 ,$5.18 ,$6.03 ,"2,460,000","714,000","850,000","$4,666,500 ",12:49:00 PM,9:37:00 AM,18.03%,-6.94%,no
9/2/2020,$6.31 ,16.85%,$7.43 ,$6.24 ,$7.18 ,"16,370,000","450,000","22,000,000","$138,820,000 ",9:39:00 AM,9:30:00 AM,17.75%,-3.36%,no
9/2/2020,$1.31 ,19.09%,$1.36 ,$1.11 ,$1.15 ,"56,973,000","9,257,000","180,000,000","$235,800,000 ",9:31:00 AM,3:00:00 PM,3.82%,-15.44%,yes
9/3/2020,$2.40 ,6.67%,$2.44 ,$2.20 ,$2.24 ,"8,850,000","2,022,240","67,800,000","$162,720,000 ",9:56:00 AM,11:28:00 AM,1.67%,-8.20%,yes
9/3/2020,$1.29 ,51.70%,$1.41 ,$0.86 ,$1.01 ,"57,300,000","10,370,000","4,200,000","$5,418,000 ",9:30:00 AM,2:26:00 PM,9.30%,-28.37%,yes
9/3/2020,$16.41 ,100.00%,$18.98 ,$14.60 ,$18.98 ,"82,550,000","10,785,000","23,000,000","$377,430,000 ",4:00:00 PM,10:06:00 AM,15.66%,0.00%,no
9/4/2020,$3.17 ,13.00%,$6.38 ,$3.01 ,$4.35 ,"101,193,000","290,000","28,400,000","$90,028,000 ",1:39:00 PM,9:40:00 AM,101.26%,-31.82%,no
9/4/2020,$2.26 ,41.25%,$2.35 ,$1.73 ,$1.97 ,"44,797,000","10,900,000","9,700,000","$21,922,000 ",9:31:00 AM,10:49:00 AM,3.98%,-16.17%,yes
9/8/2020,$5.56 ,12.78%,$5.69 ,$4.79 ,$4.81 ,"25,160,000","3,194,000","108,000,000","$600,480,000 ",10:21:00 AM,4:00:00 PM,2.34%,-15.47%,yes
9/8/2020,$46.03 ,27.86%,$54.56 ,$42.44 ,$50.05 ,"130,000,000","10,000,000","145,000,000","$6,674,350,000 ",2:06:00 PM,9:43:00 AM,18.53%,-8.27%,no
9/8/2020,$45.91 ,58.36%,$49.00 ,$37.51 ,$39.76 ,"6,868,000","740,000","12,300,000","$564,693,000 ",9:32:00 AM,11:05:00 AM,6.73%,-18.86%,yes
9/8/2020,$1.97 ,71.30%,$2.33 ,$1.65 ,$2.23 ,"165,150,000","7,810,000","16,100,000","$31,717,000 ",1:07:00 PM,9:43:00 AM,18.27%,-4.29%,no
9/9/2020,$1.90 ,10.47%,$2.35 ,$1.72 ,$1.80 ,"19,450,000","945,000","3,000,000","$5,700,000 ",9:51:00 AM,2:00:00 PM,23.68%,-23.40%,yes
9/9/2020,$1.96 ,15.29%,$2.20 ,$1.66 ,$1.87 ,"13,428,000","2,614,000","9,190,000","$18,012,400 ",9:34:00 AM,11:06:00 AM,12.24%,-15.00%,yes
9/9/2020,$31.33 ,56.50%,$33.74 ,$27.87 ,$31.91 ,"43,800,563","2,628,220","59,200,000","$1,854,736,000 ",11:44:00 AM,9:46:00 AM,7.69%,-5.42%,no
9/10/2020,$2.08 ,5.10%,$2.08 ,$1.84 ,$1.88 ,"1,850,000","726,780","6,800,000","$14,144,000 ",9:30:00 AM,10:19:00 AM,0.00%,-9.62%,yes
9/10/2020,$4.85 ,31.00%,$9.39 ,$4.55 ,$5.75 ,"112,700,000","8,271,386","7,000,000","$33,950,000 ",12:22:00 PM,9:39:00 AM,93.61%,-38.76%,no
9/10/2020,$7.43 ,65.11%,$8.45 ,$5.88 ,$6.69 ,"68,630,000","8,784,000","1,400,000","$10,402,000 ",9:42:00 AM,2:33:00 PM,13.73%,-20.83%,yes
9/11/2020,$6.33 ,5.50%,$6.60 ,$6.02 ,$6.43 ,"20,500,000","2,000,000","57,000,000","$360,810,000 ",2:36:00 PM,1:07:00 PM,4.27%,-2.58%,no
9/11/2020,$3.92 ,8.80%,$4.03 ,$3.57 ,$3.79 ,"14,565,000","4,978,000","11,400,000","$44,688,000 ",9:33:00 AM,12:43:00 PM,2.81%,-5.96%,yes
9/11/2020,$1.31 ,12.93%,$1.44 ,$1.16 ,$1.35 ,"22,800,000","4,868,000","26,800,000","$35,108,000 ",9:35:00 AM,11:15:00 AM,9.92%,-6.25%,no
9/11/2020,$3.59 ,28.20%,$3.81 ,$2.57 ,$3.00 ,"16,000,000","3,114,000","4,200,000","$15,078,000 ",9:30:00 AM,1:20:00 PM,6.13%,-21.26%,yes
9/11/2020,$9.90 ,32.00%,$10.75 ,$8.25 ,$8.81 ,"32,000,000","2,913,000","11,500,000","$113,850,000 ",9:52:00 AM,1:43:00 PM,8.59%,-18.05%,yes
9/14/2020,$1.33 ,20.90%,$1.46 ,$1.11 ,$1.19 ,"7,794,000","2,091,000","6,920,000","$9,203,600 ",9:36:00 AM,11:14:00 AM,9.77%,-18.49%,yes
9/14/2020,$0.83 ,29.69%,$0.85 ,$0.61 ,$0.69 ,"16,612,000","3,394,762","17,340,000","$14,392,200 ",9:46:00 AM,12:43:00 PM,1.86%,-18.82%,yes
9/14/2020,$7.23 ,106.00%,$8.41 ,$5.60 ,$7.78 ,"175,000,000","21,178,000","22,260,000","$160,939,800 ",3:35:00 PM,11:07:00 AM,16.32%,-7.49%,no
9/15/2020,$6.08 ,4.80%,$7.50 ,$5.90 ,$6.02 ,"3,969,000","181,338","10,460,000","$63,596,800 ",10:25:00 AM,1:25:00 PM,23.36%,-19.73%,yes
9/15/2020,$3.37 ,50.00%,$4.07 ,$2.98 ,$3.22 ,"166,600,000","5,926,000","83,000,000","$279,710,000 ",11:50:00 AM,9:36:00 AM,20.77%,-20.88%,yes
9/15/2020,$1.09 ,172.50%,$1.35 ,$0.90 ,$1.14 ,"183,190,000","11,284,000","14,150,000","$15,423,500 ",9:57:00 AM,4:18:00 AM,23.85%,-15.56%,no
9/16/2020,$5.13 ,28.25%,$5.67 ,$4.81 ,$5.04 ,"45,924,000","4,063,150","3,070,000","$15,749,100 ",10:51:00 AM,9:35:00 AM,10.53%,-11.11%,yes
9/16/2020,$9.58 ,47.38%,$11.44 ,$8.14 ,$8.53 ,"188,494,000","28,443,699","57,170,000","$547,688,600 ",9:38:00 AM,11:30:00 AM,19.42%,-25.44%,yes
9/17/2020,$6.20 ,1.64%,$11.18 ,$5.88 ,$8.21 ,"47,310,000","50,000","16,210,000","$100,502,000 ",1:42:00 PM,9:43:00 AM,80.32%,-26.57%,no
9/17/2020,$6.14 ,9.64%,$6.61 ,$5.78 ,$6.00 ,"6,300,000","656,000","8,290,000","$50,900,600 ",9:48:00 AM,12:14:00 PM,7.65%,-9.23%,yes
9/18/2020,$12.59 ,14.45%,$12.65 ,$11.55 ,$12.13 ,"19,063,000","4,876,000","1,160,000","$14,604,400 ",9:30:00 AM,11:18:00 AM,0.48%,-4.11%,yes
9/18/2020,$2.09 ,27.44%,$2.42 ,$1.99 ,$2.26 ,"80,610,000","4,430,000","116,000,000","$242,440,000 ",9:40:00 AM,9:32:00 AM,15.79%,-6.61%,no
9/21/2020,$1.29 ,32.99%,$1.39 ,$1.03 ,$1.09 ,"44,053,000","5,283,475","161,000,000","$207,690,000 ",9:31:00 AM,11:31:00 AM,7.75%,-21.58%,yes
9/22/2020,$2.39 ,16.02%,$2.74 ,$2.26 ,$2.54 ,"52,235,000","7,070,000","39,250,000","$93,807,500 ",11:14:00 AM,9:37:00 AM,14.64%,-7.30%,no
9/22/2020,$1.15 ,27.78%,$1.15 ,$0.95 ,$1.03 ,"5,527,000","1,705,000","14,080,000","$16,192,000 ",9:31:00 AM,11:02:00 AM,0.00%,-10.43%,yes
9/22/2020,$1.10 ,89.66%,$1.48 ,$1.09 ,$1.20 ,"216,630,000","20,450,000","4,890,000","$5,379,000 ",1:58:00 PM,9:30:00 AM,34.55%,-18.92%,no
9/23/2020,$0.85 ,0.00%,$1.26 ,$0.85 ,$0.98 ,"4,790,000","34,000","18,490,000","$15,716,500 ",2:33:00 PM,10:00:00 AM,48.00%,-22.22%,no
9/23/2020,$1.70 ,0.00%,$4.57 ,$1.70 ,$1.92 ,"25,600,000","12,000","4,650,000","$7,905,000 ",2:33:00 PM,9:40:00 AM,168.82%,-57.99%,no
9/23/2020,$1.79 ,0.00%,$2.34 ,$1.70 ,$1.99 ,"9,200,000","5,000","9,710,000","$17,380,900 ",2:36:00 PM,11:00:00 AM,30.90%,-14.96%,no
9/23/2020,$0.79 ,2.60%,$4.57 ,$0.73 ,$0.98 ,"109,960,000","650,000","16,540,000","$13,066,600 ",2:33:00 PM,9:52:00 AM,478.48%,-78.56%,no
9/23/2020,$2.10 ,11.70%,$2.14 ,$1.73 ,$1.81 ,"3,065,000","1,167,000","13,070,000","$27,447,000 ",9:31:00 AM,2:22:00 PM,1.00%,-15.42%,yes
9/23/2020,$6.71 ,20.90%,$6.76 ,$5.71 ,$6.02 ,"16,550,000","4,612,000","41,680,000","$279,672,800 ",9:31:00 AM,2:57:00 PM,0.75%,-10.95%,yes
9/23/2020,$1.06 ,24.71%,$1.15 ,$0.92 ,$0.98 ,"35,963,000","5,790,000","13,420,000","$14,225,200 ",9:34:00 AM,12:48:00 PM,8.49%,-14.78%,yes
9/23/2020,$3.68 ,287.37%,$46.67 ,$3.30 ,$14.22 ,"346,000,000","27,260,000","5,040,000","$18,547,200 ",2:06:00 PM,9:55:00 AM,1168.21%,-69.53%,no
9/24/2020,$1.06 ,0.00%,$2.20 ,$1.02 ,$1.82 ,"9,267,000","32,000","3,200,000","$3,392,000 ",10:18:00 AM,9:30:00 AM,107.00%,-17.27%,no
9/24/2020,$1.91 ,33.57%,$1.91 ,$1.44 ,$1.82 ,"18,062,000","3,718,000","27,820,000","$53,136,200 ",9:30:00 AM,11:00:00 AM,0.00%,-4.71%,yes
9/24/2020,$4.55 ,39.14%,$14.30 ,$4.10 ,$8.00 ,"27,930,000","292,000","3,490,000","$15,879,500 ",11:06:00 AM,9:34:00 AM,214.29%,-44.06%,no
9/24/2020,$0.95 ,72.73%,$1.23 ,$0.62 ,$0.70 ,"32,300,000","5,796,000","27,000,000","$25,650,000 ",9:40:00 AM,2:41:00 PM,29.47%,-43.09%,yes
9/24/2020,$15.86 ,143.63%,$15.86 ,$7.73 ,$8.61 ,"39,780,000","9,060,000","4,030,000","$63,915,800 ",9:30:00 AM,2:34:00 PM,0.00%,-45.71%,yes
9/25/2020,$7.57 ,89.25%,$7.57 ,$5.00 ,$5.88 ,"15,882,000","2,195,000","3,620,000","$27,403,400 ",9:30:00 AM,2:00:00 PM,0.00%,-22.32%,yes
9/25/2020,$2.99 ,94.16%,$3.30 ,$2.05 ,$2.33 ,"54,100,000","9,923,000","7,900,000","$23,621,000 ",9:56:00 AM,3:00:00 PM,10.37%,-29.39%,yes
9/28/2020,$1.63 ,9.40%,$2.23 ,$1.55 ,$1.96 ,"74,840,000","3,490,000","7,560,000","$12,322,800 ",2:30:00 PM,11:00:00 AM,36.81%,-12.11%,no
9/28/2020,$1.27 ,27.00%,$1.54 ,$1.14 ,$1.29 ,"16,500,000","2,646,000","20,710,000","$26,301,700 ",10:32:00 AM,10:07:00 AM,21.26%,-16.23%,no
9/28/2020,$2.78 ,39.00%,$2.80 ,$2.15 ,$2.62 ,"42,599,000","6,383,000","19,660,000","$54,654,800 ",9:30:00 AM,10:00:00 AM,0.50%,-6.43%,yes
9/28/2020,$1.57 ,46.73%,$9.62 ,$1.55 ,$2.95 ,"140,000,000","5,110,000","2,900,000","$4,553,000 ",10:33:00 AM,9:31:00 AM,512.74%,-69.33%,no
9/28/2020,$6.50 ,62.50%,$7.25 ,$5.30 ,$6.11 ,"23,680,000","5,215,000","20,710,000","$134,615,000 ",10:40:00 AM,9:59:00 AM,11.54%,-15.72%,yes
9/28/2020,$37.35 ,149.00%,$54.50 ,$23.00 ,$37.66 ,"49,100,000","2,199,000","7,670,000","$286,474,500 ",12:31:00 PM,11:00:00 AM,45.92%,-30.90%,no
9/28/2020,$5.20 ,160.00%,$6.43 ,$3.20 ,$4.02 ,"25,700,000","2,550,000","7,600,000","$39,520,000 ",10:38:00 AM,2:30:00 PM,23.65%,-37.48%,yes
9/29/2020,$1.44 ,0.00%,$4.05 ,$1.44 ,$3.15 ,"93,600,000","10,000","11,090,000","$15,969,600 ",3:30:00 PM,9:30:00 AM,187.77%,-22.22%,no
9/29/2020,$6.31 ,14.73%,$6.49 ,$4.43 ,$4.88 ,"1,735,000","537,000","900,000","$5,679,000 ",9:39:00 AM,12:23:00 PM,2.85%,-24.81%,yes
9/29/2020,$3.34 ,15.57%,$3.45 ,$3.03 ,$3.19 ,"6,927,000","1,410,000","10,690,000","$35,704,600 ",9:32:00 AM,1:10:00 PM,3.29%,-7.54%,yes
9/29/2020,$2.65 ,16.23%,$2.65 ,$2.23 ,$2.39 ,"2,899,000","1,577,000","3,630,000","$9,619,500 ",9:30:00 AM,8:04:00 AM,0.00%,-9.81%,yes
9/29/2020,$2.59 ,32.14%,$2.65 ,$2.15 ,$2.28 ,"30,348,000","6,360,000","7,560,000","$19,580,400 ",9:33:00 AM,11:30:00 AM,2.32%,-13.96%,yes
9/29/2020,$1.05 ,40.00%,$1.23 ,$0.81 ,$0.85 ,"61,734,000","14,269,000","3,740,000","$3,927,000 ",9:32:00 AM,10:30:00 AM,17.14%,-30.89%,yes
9/29/2020,$1.81 ,40.31%,$2.27 ,$1.37 ,$1.55 ,"18,393,000","2,321,000","8,090,000","$14,642,900 ",9:41:00 AM,10:47:00 AM,25.00%,-31.72%,yes
9/29/2020,$1.50 ,47.06%,$2.18 ,$1.26 ,NA,"14,660,000","1,310,000","16,530,000","$24,795,000 ",9:51:00 AM,3:13:00 PM,45.00%,#VALUE!,no
9/29/2020,$1.27 ,58.75%,$1.30 ,$0.86 ,$0.93 ,"4,527,000","1,883,000","3,350,000","$4,254,500 ",9:31:00 AM,3:25:00 PM,2.36%,-28.46%,yes
9/29/2020,$3.08 ,138.76%,$6.36 ,$2.75 ,$3.07 ,"145,982,000","10,398,600","6,120,000","$18,849,600 ",10:20:00 AM,9:52:00 AM,106.49%,-51.73%,yes
9/29/2020,$17.30 ,332.50%,$18.57 ,$6.92 ,$6.92 ,"15,566,000","4,050,000","1,000,000","$17,300,000 ",9:37:00 AM,4:00:00 PM,7.34%,-62.74%,yes
9/29/2020,$8.29 ,590.83%,$14.23 ,$4.68 ,$5.00 ,"62,168,000","5,030,000","4,750,000","$39,377,500 ",9:38:00 AM,3:43:00 PM,71.65%,-64.86%,yes
9/30/2020,$2.04 ,4.62%,$2.07 ,$1.75 ,$1.85 ,"1,845,000","915,000","28,890,000","$58,935,600 ",9:30:00 AM,9:50:00 AM,0.50%,-10.63%,yes
9/30/2020,$3.26 ,8.60%,$3.38 ,$2.85 ,$2.95 ,"5,145,000","702,400","37,180,000","$121,206,800 ",9:56:00 AM,12:53:00 PM,3.68%,-12.72%,yes
9/30/2020,$1.41 ,12.80%,$1.42 ,$1.23 ,$1.45 ,"2,062,000","1,038,000","17,650,000","$24,886,500 ",9:34:00 AM,10:07:00 AM,0.50%,2.11%,no
9/30/2020,$3.61 ,18.36%,$4.24 ,$3.19 ,$3.32 ,"7,441,000","834,000","11,220,000","$40,504,200 ",9:45:00 AM,3:11:00 PM,17.45%,-21.70%,yes
9/30/2020,$1.52 ,20.63%,$1.78 ,$1.33 ,$1.50 ,"31,393,000","4,449,500","27,660,000","$42,043,200 ",10:09:00 AM,3:32:00 PM,17.11%,-15.73%,yes
9/30/2020,$1.99 ,59.20%,$2.50 ,$1.38 ,$1.60 ,"52,989,000","4,612,000","7,900,000","$15,721,000 ",1:31:00 PM,3:50:00 PM,25.63%,-36.00%,yes
9/30/2020,$1.65 ,96.43%,$2.44 ,$1.02 ,$1.06 ,"212,536,000","35,280,000","15,980,000","$26,367,000 ",9:46:00 AM,3:59:00 PM,47.88%,-56.56%,yes
9/30/2020,$2.34 ,125.00%,$2.67 ,$1.90 ,$2.15 ,"106,807,000","8,223,000","45,860,000","$107,312,400 ",9:52:00 AM,2:28:00 PM,14.10%,-19.48%,yes
10/1/2020,$3.80 ,10.14%,$3.80 ,$3.38 ,$3.52 ,"2,047,000","560,000","11,060,000","$42,028,000 ",9:30:00 AM,3:30:00 PM,0.00%,-7.37%,yes
10/1/2020,$5.70 ,39.36%,$6.25 ,$4.83 ,$4.98 ,"13,575,000","1,074,000","13,880,000","$79,116,000 ",10:15:00 AM,12:02:00 PM,9.65%,-20.32%,yes
10/1/2020,$10.63 ,77.00%,$11.83 ,$7.91 ,$8.79 ,"43,565,000","9,192,000","7,350,000","$78,130,500 ",9:58:00 AM,1:34:00 PM,11.29%,-25.70%,yes
10/1/2020,$5.37 ,169.00%,$6.10 ,$3.43 ,$3.60 ,"193,658,000","27,987,000","15,830,000","$85,007,100 ",9:41:00 AM,4:00:00 PM,13.59%,-40.98%,yes
10/2/2020,$2.32 ,21.00%,$2.44 ,$2.06 ,$2.28 ,"28,390,000","3,802,000","9,710,000","$22,527,200 ",9:36:00 AM,1:24:00 PM,5.17%,-6.56%,yes
10/2/2020,$1.92 ,24.68%,$2.31 ,$1.58 ,$1.78 ,"2,975,000","1,114,000","8,540,000","$16,396,800 ",9:30:00 AM,10:21:00 AM,0.00%,-22.94%,yes
10/2/2020,$2.26 ,137.89%,$2.50 ,$1.34 ,$1.55 ,"112,307,000","22,780,000","3,910,000","$8,836,600 ",9:32:00 AM,2:00:00 PM,10.62%,-38.00%,yes
10/5/2020,$4.30 ,1.18%,$4.48 ,$3.99 ,$4.42 ,"8,538,000","1,474,000","151,580,000","$651,794,000 ",9:33:00 AM,11:26:00 AM,4.19%,-1.34%,no
10/5/2020,$1.32 ,23.36%,$1.32 ,$1.08 ,$1.12 ,"42,759,000","9,388,419","397,750,000","$525,030,000 ",9:31:00 AM,12:43:00 PM,0.00%,-15.15%,yes
10/5/2020,$5.72 ,32.70%,$5.74 ,$4.78 ,$4.86 ,"40,230,000","11,083,000","14,520,000","$83,054,400 ",10:10:00 AM,1:51:00 PM,0.35%,-15.33%,yes
10/5/2020,$2.51 ,146.08%,$2.74 ,$1.75 ,$1.92 ,"132,669,000","18,106,000","16,530,000","$41,490,300 ",10:32:00 AM,2:56:00 PM,9.16%,-29.93%,yes
10/6/2020,$5.00 ,-11.35%,$5.08 ,$4.03 ,$4.15 ,"11,333,730","2,391,000","16,740,000","$83,700,000 ",9:38:00 AM,3:09:00 PM,1.60%,-18.31%,yes
